# Time	(exposition).Flux	(recovery).Flux	(infection).Flux	
194	11896.7	6059.61	9982.77	
195	13085.7	6673.73	10985.6	
196	14388.7	7348.55	12085.7	
197	15815.6	8089.76	13291.7	
198	17376.9	8903.49	14612.9	
199	19083.8	9796.34	16059.2	
200	20948.1	10775.4	17641.2	
201	22982	11848.4	19369.9	
202	25198.5	13023.5	21257.3	
203	27610.8	14309.3	23315.4	
204	30232.5	15715	25557	
205	33077.3	17250.5	27995.3	
206	36158.8	18925.9	30643.5	
207	39490.6	20751.9	33515.1	
208	43085.4	22739.5	36623.4	
208.507	45013.4	23813.3	38294.9	
208.507	18172.3	23813.3	38294.9	
209	18814	24677.9	33979.3	
210	19414.7	25517.7	28164.7	
211	19453.6	25621.8	24743.1	
212	19198.5	25337.9	22614.2	
213	18793	24853.1	21187.1	
214	18313.8	24267.5	20144.6	
215	17802.1	23635.1	19315.8	
216	17279.9	22985	18609.1	
217	16758.7	22332.6	17974.9	
218	16244.8	21686.2	17386.6	
219	15741.1	21050.1	16829.6	
220	15249.5	20426.8	16296.2	
221	14770.5	19817.4	15781.9	
222	14304.4	19222.3	15284.2	
223	13851.3	18641.8	14801.7	
224	13410.9	18076	14333.5	
225	12983.2	17524.6	13878.9	
226	12567.8	16987.7	13437.6	
227	12164.6	16464.9	13009.1	
228	11773.3	15956	12593	
229	11393.5	15460.9	12189.2	
230	11025	14979.3	11797.2	
231	10667.6	14511	11416.9	
232	10321	14055.6	11047.9	
233	9984.81	13613	10689.9	
234	9658.91	13182.9	10342.7	
235	9342.97	12765.1	10006	
236	9036.75	12359.3	9679.57	
237	8739.98	11965.1	9363.1	
238	8452.42	11582.4	9056.36	
239	8173.81	11211	8759.08	
240	7903.91	10850.4	8471.01	
241	7642.48	10500.6	8191.9	
242	7389.29	10161.2	7921.51	
243	7144.1	9831.96	7659.6	
244	6906.69	9512.65	7405.93	
245	6676.82	9203.01	7160.28	
246	6454.3	8902.8	6922.41	
247	6238.9	8611.77	6692.1	
248	6030.41	8329.68	6469.13	
249	5828.64	8056.3	6253.3	
250	5633.38	7791.4	6044.4	
251	5444.44	7534.74	5842.22	
252	5261.62	7286.1	5646.55	
253	5084.76	7045.25	5457.22	
254	4913.66	6811.99	5274.03	
255	4748.14	6586.09	5096.79	
256	4588.05	6367.35	4925.32	
257	4433.2	6155.57	4759.45	
258	4283.45	5950.54	4599.01	
259	4138.62	5752.07	4443.83	
260	3998.58	5559.96	4293.75	
260.234	3966.5	5515.94	4259.37	
260.234	6877.61	5515.94	4259.37	
261	6763.95	5427.96	5070	
262	6760.3	5429.15	5731.79	
263	6846.95	5502.95	6152.86	
264	6981.4	5615.37	6453.49	
265	7142.08	5749.18	6694.81	
266	7318.06	5895.64	6907.9	
267	7503.8	6050.33	7108.6	
268	7696.49	6211.03	7304.96	
269	7894.73	6376.63	7501.08	
270	8097.81	6546.57	7699.09	
271	8305.36	6720.61	7900.05	
272	8517.23	6898.62	8104.53	
273	8733.33	7080.57	8312.82	
274	8953.6	7266.46	8525.07	
275	9178.04	7456.29	8741.37	
276	9406.62	7650.07	8961.75	
277	9639.34	7847.84	9186.25	
278	9876.16	8049.6	9414.85	
